SUBURB_NAME,DATE_MONTH,avg_land_value,property_count,DATE_MONTH_QDATE,property_count_int,avg_land_value_decimal
BERTHONG,2017-07-01,"2173256.7741935481","31",2017/07/01,"31",2173256.77
GAROO,2017-07-01,"2172398.7096774192","31",2017/07/01,"31",2172398.71
DOLLS POINT,2017-07-01,"2169808.333333334","192",2017/07/01,"192",2169808.33
SMEATON GRANGE,2017-07-01,"2169716.7796610165","295",2017/07/01,"295",2169716.78
MOUNTAIN CREEK,2018-07-01,"2167445.8333333335","24",2018/07/01,"24",2167445.83
WAITARA,2017-07-01,"2166993.2558139525","387",2017/07/01,"387",2166993.26
MURRUMBO,2020-07-01,"2165333.333333333","3",2020/07/01,"3",2165333.33
MELBERGEN,2019-07-01,"2165000","6",2019/07/01,"6",2165000.00
CLARE,2019-07-01,"2161300","10",2019/07/01,"10",2161300.00
CLARE,2020-07-01,"2161300","10",2020/07/01,"10",2161300.00
RANDWICK,2018-07-01,"2159806.2408530223","4783",2018/07/01,"4783",2159806.24
CLOVELLY,2019-07-01,"2157839.4807370179","1194",2019/07/01,"1194",2157839.48
ABBOTSFORD,2020-07-01,"2157627.62955854","1042",2020/07/01,"1042",2157627.63
CAMPERDOWN,2019-07-01,"2157554.038461538","1300",2019/07/01,"1300",2157554.04
BILGOLA BEACH,2020-07-01,"2156512.8000000003","125",2020/07/01,"125",2156512.80
ROSEBERY,2018-07-01,"2155140.6505832449","1886",2018/07/01,"1886",2155140.65
BULYEROI,2020-07-01,"2152356.25","16",2020/07/01,"16",2152356.25
SHELLHARBOUR CITY CENTRE,2017-07-01,"2151876.6216216213","74",2017/07/01,"74",2151876.62
BOORGA,2020-07-01,"2151352.9411764704","17",2020/07/01,"17",2151352.94
WAITARA,2018-07-01,"2151246.641025641","390",2018/07/01,"390",2151246.64
CAVAN,2018-07-01,"2149902.9999999995","20",2018/07/01,"20",2149903.00
CHATSWOOD,2017-07-01,"2148603.2631318127","4036",2017/07/01,"4036",2148603.26
MURRUMBO,2019-07-01,"2148000","3",2019/07/01,"3",2148000.00
MAYVALE,2017-07-01,"2146583.3333333335","6",2017/07/01,"6",2146583.33
DODSWORTH,2016-07-01,"2145000","2",2016/07/01,"2",2145000.00
RAMSGATE BEACH,2017-07-01,"2133748.7394957989","238",2017/07/01,"238",2133748.74
HUNTERS HILL,2016-07-01,"2129328.0703616361","2544",2016/07/01,"2544",2129328.07
NORTH BONDI,2017-07-01,"2127069.3807898574","2051",2017/07/01,"2051",2127069.38
COURADDA,2019-07-01,"2126670.588235294","17",2019/07/01,"17",2126670.59
RANDWICK,2017-07-01,"2123596.0234653256","4773",2017/07/01,"4773",2123596.02
NORTHWOOD,2018-07-01,"2123098.0357142854","336",2018/07/01,"336",2123098.04
MURRUMBO,2018-07-01,"2121333.333333333","3",2018/07/01,"3",2121333.33
SURRY HILLS,2017-07-01,"2120889.6894686627","3143",2017/07/01,"3143",2120889.69
ABBOTSFORD,2017-07-01,"2119956.9012707723","1023",2017/07/01,"1023",2119956.90
MILLIE,2017-07-01,"2119502.307692308","13",2017/07/01,"13",2119502.31
WOOLLAHRA,2020-07-01,"2118360.0047370908","2111",2020/07/01,"2111",2118360.00
ARGOON,2020-07-01,"2117540","5",2020/07/01,"5",2117540.00
STEWARTS MOUNT,2017-07-01,"2116600","3",2017/07/01,"3",2116600.00
SWANBROOK,2018-07-01,"2113730","10",2018/07/01,"10",2113730.00
RICHMOND LOWLANDS,2017-07-01,"2112612.9032258065","31",2017/07/01,"31",2112612.90
CRONULLA,2020-07-01,"2111446.1225895337","2904",2020/07/01,"2904",2111446.12
BALD BLAIR,2019-07-01,"2110300","19",2019/07/01,"19",2110300.00
STRATHFIELD,2020-07-01,"2108596.5551157747","5053",2020/07/01,"5053",2108596.56
CROPPA CREEK,2016-07-01,"2107599.8474576278","59",2016/07/01,"59",2107599.85
TENNYSON POINT,2018-07-01,"2107227.0025839796","387",2018/07/01,"387",2107227.00
GOSTWYCK,2017-07-01,"2106050","10",2017/07/01,"10",2106050.00
CLONTARF,2017-07-01,"2105922.5856697806","642",2017/07/01,"642",2105922.59
PALM BEACH,2016-07-01,"2105101.3099041525","1252",2016/07/01,"1252",2105101.31
ARGOON,2019-07-01,"2103140","5",2019/07/01,"5",2103140.00
WOOLLAHRA,2017-07-01,"2102427.8499761075","2093",2017/07/01,"2093",2102427.85
BROCKLEY,2020-07-01,"2100938.5","20",2020/07/01,"20",2100938.50
NELSON,2018-07-01,"2096398.8095238097","168",2018/07/01,"168",2096398.81
NARRABEEN,2016-07-01,"2094986.849775784","892",2016/07/01,"892",2094986.85
BONDI JUNCTION,2018-07-01,"2094242.8254847622","1805",2018/07/01,"1805",2094242.83
BOOROLONG,2020-07-01,"2093512.6470588236","34",2020/07/01,"34",2093512.65
KENSINGTON,2020-07-01,"2091850.7050528775","1702",2020/07/01,"1702",2091850.71
CECIL PARK,2019-07-01,"2091216.5187713308","293",2019/07/01,"293",2091216.52
CECIL PARK,2020-07-01,"2091069.4880546073","293",2020/07/01,"293",2091069.49
WOOLLAHRA,2019-07-01,"2089577.7688299355","2111",2019/07/01,"2111",2089577.77
ROSEBERY,2017-07-01,"2089485.9019715241","1826",2017/07/01,"1826",2089485.90
DRUMMOYNE,2020-07-01,"2087597.8941355692","2626",2020/07/01,"2626",2087597.89
NEBEA,2016-07-01,"2087510.9090909089","11",2016/07/01,"11",2087510.91
RANDWICK,2020-07-01,"2087110.6467661688","4824",2020/07/01,"4824",2087110.65
JUNEE REEFS,2019-07-01,"2085753.8356164386","73",2019/07/01,"73",2085753.84
WEEMELAH,2019-07-01,"2085129.0151515156","66",2019/07/01,"66",2085129.02
DUFFYS FOREST,2016-07-01,"2084894.285714285","175",2016/07/01,"175",2084894.29
CABARITA,2018-07-01,"2083527.6833976833","518",2018/07/01,"518",2083527.68
WAITARA,2016-07-01,"2081753.5443037977","395",2016/07/01,"395",2081753.54
CRONULLA,2017-07-01,"2080981.9390681009","2790",2017/07/01,"2790",2080981.94
BRINGELLY,2017-07-01,"2078830.0392670159","764",2017/07/01,"764",2078830.04
BELLATA,2020-07-01,"2076212.9646017698","226",2020/07/01,"226",2076212.96
KEERA,2020-07-01,"2076177.7272727271","22",2020/07/01,"22",2076177.73
ROSEHILL,2020-07-01,"2075774.7435344835","464",2020/07/01,"464",2075774.74
PINE CLUMP,2019-07-01,"2075636.3636363638","11",2019/07/01,"11",2075636.36
BULLAGREEN,2017-07-01,"2073628.5714285714","28",2017/07/01,"28",2073628.57
NOMBI,2018-07-01,"2073295.6521739131","23",2018/07/01,"23",2073295.65
BILGOLA BEACH,2016-07-01,"2071763.2000000002","125",2016/07/01,"125",2071763.20
NORWEST,2018-07-01,"2071538.9038031318","447",2018/07/01,"447",2071538.90
BALD BLAIR,2018-07-01,"2070629.411764706","17",2018/07/01,"17",2070629.41
MCMAHONS POINT,2016-07-01,"2070432.7877697852","556",2016/07/01,"556",2070432.79
NORWEST,2020-07-01,"2068028.2089552241","469",2020/07/01,"469",2068028.21
ROSEBERY,2020-07-01,"2061541.0911005794","1899",2020/07/01,"1899",2061541.09
NORTHWOOD,2020-07-01,"2060962.2485207093","338",2020/07/01,"338",2060962.25
GUNGALMAN,2020-07-01,"2060666.6666666665","15",2020/07/01,"15",2060666.67
BILGOLA BEACH,2019-07-01,"2060456.7999999998","125",2019/07/01,"125",2060456.80
EDGECLIFF,2016-07-01,"2060317.9753086427","405",2016/07/01,"405",2060317.98
BUNDELLA,2019-07-01,"2060203.0303030303","33",2019/07/01,"33",2060203.03
NARANGULLEN,2020-07-01,"2059455.0000000002","10",2020/07/01,"10",2059455.00
NARANGULLEN,2019-07-01,"2059455","10",2019/07/01,"10",2059455.00
LONGUEVILLE,2016-07-01,"2057942.5848563972","766",2016/07/01,"766",2057942.58
SURRY HILLS,2019-07-01,"2057683.5133270593","3189",2019/07/01,"3189",2057683.51
NARANGULLEN,2018-07-01,"2057053","10",2018/07/01,"10",2057053.00
NORTH BONDI,2020-07-01,"2055346.2945139557","2078",2020/07/01,"2078",2055346.29
BALMAIN EAST,2016-07-01,"2052615.4924242427","528",2016/07/01,"528",2052615.49
WARRAH RIDGE,2020-07-01,"2051297.2222222222","54",2020/07/01,"54",2051297.22
CATTLE CREEK,2020-07-01,"2050648.1481481483","27",2020/07/01,"27",2050648.15
ABBOTSFORD,2019-07-01,"2048973.3685220717","1042",2019/07/01,"1042",2048973.37
KENSINGTON,2019-07-01,"2047425.7990599282","1702",2019/07/01,"1702",2047425.80
CRONULLA,2019-07-01,"2040157.4173553721","2904",2019/07/01,"2904",2040157.42
DANDALOO,2019-07-01,"2040134.0476190476","42",2019/07/01,"42",2040134.05
DRUMMOYNE,2017-07-01,"2039985.3420445803","2602",2017/07/01,"2602",2039985.34
CHATSWOOD,2020-07-01,"2039862.1453201978","4060",2020/07/01,"4060",2039862.15
WANTAGONG,2018-07-01,"2038393.7500000002","32",2018/07/01,"32",2038393.75
BOONAL,2018-07-01,"2038105.769230769","26",2018/07/01,"26",2038105.77
MACDONALDS CREEK,2020-07-01,"2036333.3333333335","9",2020/07/01,"9",2036333.33
MASCOT,2019-07-01,"2035590.0683207482","2781",2019/07/01,"2781",2035590.07
WAVERTON,2017-07-01,"2034984.2486085331","539",2017/07/01,"539",2034984.25
GURLEY,2016-07-01,"2034109.3650793647","126",2016/07/01,"126",2034109.37
CAVAN,2019-07-01,"2034096.0869565215","23",2019/07/01,"23",2034096.09
CAVAN,2020-07-01,"2034096.0869565215","23",2020/07/01,"23",2034096.09
NORTH BONDI,2019-07-01,"2033943.214629451","2078",2019/07/01,"2078",2033943.21
TENNYSON POINT,2020-07-01,"2033218.0555555548","396",2020/07/01,"396",2033218.06
DOLLS POINT,2019-07-01,"2032713.47150259","193",2019/07/01,"193",2032713.47
BONDI JUNCTION,2019-07-01,"2032506.1782394752","1829",2019/07/01,"1829",2032506.18
KINGS HILL,2020-07-01,"2031875","8",2020/07/01,"8",2031875.00
DOLLS POINT,2016-07-01,"2031811.4583333335","192",2016/07/01,"192",2031811.46
YARRAMAN,2016-07-01,"2031600.0000000002","5",2016/07/01,"5",2031600.00
CHIPPENDALE,2016-07-01,"2031403.5140449444","712",2016/07/01,"712",2031403.51
CHATSWOOD,2019-07-01,"2031272.6748768452","4060",2019/07/01,"4060",2031272.67
ROSEBERY,2019-07-01,"2030985.510795153","1899",2019/07/01,"1899",2030985.51
KINGS HILL,2019-07-01,"2030625","8",2019/07/01,"8",2030625.00
YARROW,2016-07-01,"2029760","5",2016/07/01,"5",2029760.00
FRESHWATER,2018-07-01,"2028731.4083333327","1920",2018/07/01,"1920",2028731.41
WOOLLOOMOOLOO,2016-07-01,"2028333.6167938933","655",2016/07/01,"655",2028333.62
KINGS HILL,2018-07-01,"2028125","8",2018/07/01,"8",2028125.00
EASTGARDENS,2018-07-01,"2027438.6666666665","300",2018/07/01,"300",2027438.67
DANDALOO,2018-07-01,"2027405.6097560977","41",2018/07/01,"41",2027405.61
DRUMMOYNE,2019-07-01,"2026106.960015232","2626",2019/07/01,"2626",2026106.96
BONDI JUNCTION,2017-07-01,"2023180.5339265841","1798",2017/07/01,"1798",2023180.53
KEMPS CREEK,2016-07-01,"2021990.033222592","602",2016/07/01,"602",2021990.03
ABERFOYLE,2020-07-01,"2020572.4285714282","70",2020/07/01,"70",2020572.43
NOMBI,2019-07-01,"2019268","25",2019/07/01,"25",2019268.00
BROOKVALE,2019-07-01,"2019029.2690677964","944",2019/07/01,"944",2019029.27
MARTHAGUY,2018-07-01,"2018988.9285714286","56",2018/07/01,"56",2018988.93
RAMSGATE BEACH,2019-07-01,"2016567.6348547724","241",2019/07/01,"241",2016567.63
RAMSGATE BEACH,2016-07-01,"2016436.9294605805","241",2016/07/01,"241",2016436.93
GOOLHI,2019-07-01,"2012567.3076923075","52",2019/07/01,"52",2012567.31
FAIRLIGHT,2018-07-01,"2011905.948453608","1261",2018/07/01,"1261",2011905.95
BONDI JUNCTION,2020-07-01,"2010393.0016402397","1829",2020/07/01,"1829",2010393.00
MALDON,2020-07-01,"2008863.1578947371","19",2020/07/01,"19",2008863.16
BULYEROI,2019-07-01,"2003243.75","16",2019/07/01,"16",2003243.75
DOLLS POINT,2020-07-01,"2002609.8445595854","193",2020/07/01,"193",2002609.84
MASCOT,2017-07-01,"2001897.9235575181","2721",2017/07/01,"2721",2001897.92
EDGEROI,2018-07-01,"2001892.307692308","52",2018/07/01,"52",2001892.31
TAHLEE,2018-07-01,"2000000","1",2018/07/01,"1",2000000.00
TAHLEE,2019-07-01,"2000000","1",2019/07/01,"1",2000000.00
TAHLEE,2020-07-01,"2000000","1",2020/07/01,"1",2000000.00
NORWEST,2019-07-01,"1999903.3901918971","469",2019/07/01,"469",1999903.39
THE BROTHERS,2019-07-01,"1999800","10",2019/07/01,"10",1999800.00
FRESHWATER,2017-07-01,"1999408.7767903807","1913",2017/07/01,"1913",1999408.78
THE BROTHERS,2018-07-01,"1999000","10",2018/07/01,"10",1999000.00
RANDWICK,2019-07-01,"1996880.6115257051","4824",2019/07/01,"4824",1996880.61
BUNDELLA,2018-07-01,"1995906.0606060605","33",2018/07/01,"33",1995906.06
BLUE NOBBY,2019-07-01,"1993500","12",2019/07/01,"12",1993500.00
CAMELLIA,2017-07-01,"1991551.2820512818","39",2017/07/01,"39",1991551.28
FAIRLIGHT,2017-07-01,"1990430.4769841277","1260",2017/07/01,"1260",1990430.48
BLUE NOBBY,2018-07-01,"1990272.7272727273","11",2018/07/01,"11",1990272.73
MURRAWOMBIE,2020-07-01,"1989100","11",2020/07/01,"11",1989100.00
GILEAD,2016-07-01,"1987505.7352941174","68",2016/07/01,"68",1987505.74
PARRAMATTA,2016-07-01,"1985823.926957224","2478",2016/07/01,"2478",1985823.93
MORTLAKE,2016-07-01,"1984145.972850679","221",2016/07/01,"221",1984145.97
CREMORNE,2016-07-01,"1983250.6954732507","1701",2016/07/01,"1701",1983250.70
BINIGUY,2020-07-01,"1982736.777777778","90",2020/07/01,"90",1982736.78
CLONTARF,2020-07-01,"1982595.6589147283","645",2020/07/01,"645",1982595.66
PIGEONBAH,2019-07-01,"1982100","10",2019/07/01,"10",1982100.00
MACDONALDS CREEK,2019-07-01,"1981777.777777778","9",2019/07/01,"9",1981777.78
MACDONALDS CREEK,2018-07-01,"1981777.7777777778","9",2018/07/01,"9",1981777.78
NORTHBRIDGE,2020-07-01,"1980755.0322260787","2017",2020/07/01,"2017",1980755.03
CATTLE CREEK,2018-07-01,"1979077.7777777778","27",2018/07/01,"27",1979077.78
NEUTRAL BAY,2016-07-01,"1978994.9862919815","1459",2016/07/01,"1459",1978994.99
MERAH NORTH,2017-07-01,"1978299.6666666667","60",2017/07/01,"60",1978299.67
ARTARMON,2016-07-01,"1977874.9213630406","1526",2016/07/01,"1526",1977874.92
BOOK BOOK,2020-07-01,"1977706.25","48",2020/07/01,"48",1977706.25
NELSON,2017-07-01,"1977494.0476190478","168",2017/07/01,"168",1977494.05
CATTLE CREEK,2019-07-01,"1976337.0370370371","27",2019/07/01,"27",1976337.04
HORSLEY PARK,2020-07-01,"1975758.7338501306","774",2020/07/01,"774",1975758.73
MALDON,2019-07-01,"1975600","19",2019/07/01,"19",1975600.00
WAITARA,2020-07-01,"1975188.9873417714","395",2020/07/01,"395",1975188.99
WAVERLEY,2018-07-01,"1974969.7648376266","893",2018/07/01,"893",1974969.76
RAMSGATE BEACH,2020-07-01,"1974231.5352697093","241",2020/07/01,"241",1974231.54
NORTHWOOD,2017-07-01,"1973776.7365269463","334",2017/07/01,"334",1973776.74
MALDON,2018-07-01,"1972910.5263157894","19",2018/07/01,"19",1972910.53
ROWENA,2016-07-01,"1972776.3392857146","112",2016/07/01,"112",1972776.34
BLACKVILLE,2020-07-01,"1971203.1168831168","77",2020/07/01,"77",1971203.12
MENANGLE PARK,2016-07-01,"1970840.4411764706","136",2016/07/01,"136",1970840.44
GUNGALMAN,2019-07-01,"1970666.6666666665","15",2019/07/01,"15",1970666.67
LAKE MACQUARIE,2018-07-01,"1969075","4",2018/07/01,"4",1969075.00
GOBARRALONG,2020-07-01,"1967928.9473684214","38",2020/07/01,"38",1967928.95
CABARITA,2020-07-01,"1967909.3436293434","518",2020/07/01,"518",1967909.34
SPRING PLAINS,2016-07-01,"1966846.1538461538","39",2016/07/01,"39",1966846.15
DEE WHY,2018-07-01,"1966661.8965231797","2416",2018/07/01,"2416",1966661.90
WAVERLEY,2017-07-01,"1964474.0449438198","890",2017/07/01,"890",1964474.04
MASCOT,2020-07-01,"1961996.9723121186","2781",2020/07/01,"2781",1961996.97
STRATHFIELD,2019-07-01,"1960123.5634276664","5053",2019/07/01,"5053",1960123.56
NORTHWOOD,2019-07-01,"1954943.9053254442","338",2019/07/01,"338",1954943.91
CATHUNDRAL,2020-07-01,"1954145.2380952381","21",2020/07/01,"21",1954145.24
CATHUNDRAL,2019-07-01,"1954145.2380952379","21",2019/07/01,"21",1954145.24
PAN BAN,2019-07-01,"1953545.4545454546","11",2019/07/01,"11",1953545.45
PAN BAN,2020-07-01,"1953545.4545454546","11",2020/07/01,"11",1953545.45
HORSLEY PARK,2019-07-01,"1953477.2351421188","774",2019/07/01,"774",1953477.24
CAMPERDOWN,2016-07-01,"1953067.914012739","1256",2016/07/01,"1256",1953067.91
GUNGALMAN,2018-07-01,"1952533.3333333335","15",2018/07/01,"15",1952533.33
PIGEONBAH,2020-07-01,"1952200","10",2020/07/01,"10",1952200.00
MEMAGONG,2018-07-01,"1950674.8936170214","47",2018/07/01,"47",1950674.89
MARTHAGUY,2019-07-01,"1950251.9718309857","71",2019/07/01,"71",1950251.97
GREENWICH,2018-07-01,"1949754.1129616229","1381",2018/07/01,"1381",1949754.11
CAMMERAY,2018-07-01,"1949729.473319473","1443",2018/07/01,"1443",1949729.47
BIRCHGROVE,2016-07-01,"1949156.1523809524","1050",2016/07/01,"1050",1949156.15
CLONTARF,2019-07-01,"1948327.4418604644","645",2019/07/01,"645",1948327.44
BOGAN,2019-07-01,"1947375.0000000002","24",2019/07/01,"24",1947375.00
BOGAN,2020-07-01,"1947375","24",2020/07/01,"24",1947375.00
MARTHAGUY,2020-07-01,"1946012.5352112676","71",2020/07/01,"71",1946012.54
OAKVILLE,2017-07-01,"1945341.6527545911","599",2017/07/01,"599",1945341.65
CLONTARF,2016-07-01,"1945027.9069767445","645",2016/07/01,"645",1945027.91
MAGOMETON,2018-07-01,"1945000","5",2018/07/01,"5",1945000.00
GOSTWYCK,2016-07-01,"1943727.2727272727","11",2016/07/01,"11",1943727.27
HAYTERS HILL,2016-07-01,"1942857.1428571427","7",2016/07/01,"7",1942857.14
TERRY HIE HIE,2019-07-01,"1940594.3902439023","41",2019/07/01,"41",1940594.39
LINLEY POINT,2016-07-01,"1940023.7410071942","139",2016/07/01,"139",1940023.74
BROCKLEY,2019-07-01,"1938862.5","20",2019/07/01,"20",1938862.50
ARNDELL PARK,2017-07-01,"1938531.3636363638","198",2017/07/01,"198",1938531.36
MUNDARLO,2019-07-01,"1933982.8000000003","25",2019/07/01,"25",1933982.80
GAROO,2016-07-01,"1932744.411764706","34",2016/07/01,"34",1932744.41
DANDALOO,2020-07-01,"1931686.4285714286","42",2020/07/01,"42",1931686.43
CURL CURL,2017-07-01,"1931090.276872965","614",2017/07/01,"614",1931090.28
GREENWICH,2020-07-01,"1930845.6083513312","1389",2020/07/01,"1389",1930845.61
NORTHBRIDGE,2016-07-01,"1930172.5062034745","2015",2016/07/01,"2015",1930172.51
DARLINGHURST,2016-07-01,"1929335.3283427977","1937",2016/07/01,"1937",1929335.33
KENSINGTON,2016-07-01,"1929263.5193889553","1702",2016/07/01,"1702",1929263.52
CURL CURL,2018-07-01,"1927493.3658536584","615",2018/07/01,"615",1927493.37
RICHMOND LOWLANDS,2020-07-01,"1922161.2903225806","31",2020/07/01,"31",1922161.29
ROSEHILL,2018-07-01,"1920931.0457516327","459",2018/07/01,"459",1920931.05
MARINNA,2018-07-01,"1920365","20",2018/07/01,"20",1920365.00
BOONAL,2017-07-01,"1918645.9999999998","25",2017/07/01,"25",1918646.00
NELSON,2020-07-01,"1918293.142857143","175",2020/07/01,"175",1918293.14
BADGERYS CREEK,2016-07-01,"1918290.5882352942","85",2016/07/01,"85",1918290.59
MIHI,2020-07-01,"1916550.5555555555","18",2020/07/01,"18",1916550.56
COLLAROY,2018-07-01,"1915737.118210864","1565",2018/07/01,"1565",1915737.12
BALGOWLAH HEIGHTS,2018-07-01,"1915463.6589698044","1126",2018/07/01,"1126",1915463.66
PINE CLUMP,2020-07-01,"1915090.9090909092","11",2020/07/01,"11",1915090.91
CROOBLE,2019-07-01,"1914384.7727272729","44",2019/07/01,"44",1914384.77
NORTH BONDI,2016-07-01,"1911837.1497584553","2070",2016/07/01,"2070",1911837.15
CABARITA,2017-07-01,"1911278.4942084944","518",2017/07/01,"518",1911278.49
ENVIRONA,2018-07-01,"1910000","1",2018/07/01,"1",1910000.00
WAITARA,2019-07-01,"1905954.9620253162","395",2019/07/01,"395",1905954.96
COURADDA,2018-07-01,"1905905.8823529412","17",2018/07/01,"17",1905905.88
ERIN VALE,2020-07-01,"1905546.5384615385","26",2020/07/01,"26",1905546.54
ROSEHILL,2019-07-01,"1903760.454741379","464",2019/07/01,"464",1903760.45
BENEREMBAH,2020-07-01,"1902981","60",2020/07/01,"60",1902981.00
CORINELLA,2019-07-01,"1902820.8571428573","35",2019/07/01,"35",1902820.86
GREENWICH,2019-07-01,"1902119.7696184292","1389",2019/07/01,"1389",1902119.77
KANGAROO POINT,2020-07-01,"1900595.3367875647","193",2020/07/01,"193",1900595.34
OAKVILLE,2018-07-01,"1900411.083333333","600",2018/07/01,"600",1900411.08
MUMBLEBONE PLAIN,2016-07-01,"1900125","8",2016/07/01,"8",1900125.00
TAHLEE,2017-07-01,"1900000","1",2017/07/01,"1",1900000.00
KILLARA,2017-07-01,"1899727.8054862861","2406",2017/07/01,"2406",1899727.81
RANDWICK,2016-07-01,"1898927.8181440721","4817",2016/07/01,"4817",1898927.82
WALLACETOWN,2016-07-01,"1898460","4",2016/07/01,"4",1898460.00
PINE CLUMP,2017-07-01,"1895666.6666666665","9",2017/07/01,"9",1895666.67
CROWS NEST,2018-07-01,"1894819.0929169843","1313",2018/07/01,"1313",1894819.09
PIGEONBAH,2018-07-01,"1892700.0000000002","10",2018/07/01,"10",1892700.00
KILLARA,2020-07-01,"1892678.4208350561","2419",2020/07/01,"2419",1892678.42
EURONGILLY,2020-07-01,"1891409.2156862747","51",2020/07/01,"51",1891409.22
WONGWIBINDA,2018-07-01,"1891378.3783783785","37",2018/07/01,"37",1891378.38
EASTGARDENS,2017-07-01,"1890105.3511705687","299",2017/07/01,"299",1890105.35
MULGUTHRIE,2019-07-01,"1889426.153846154","13",2019/07/01,"13",1889426.15
INGLESIDE,2019-07-01,"1889370.403587444","446",2019/07/01,"446",1889370.40
NORTHBRIDGE,2019-07-01,"1886882.6474962824","2017",2019/07/01,"2017",1886882.65
COLLAROY,2017-07-01,"1886469.2391304346","1564",2017/07/01,"1564",1886469.24
CAMMERAY,2020-07-01,"1885486.7310344831","1450",2020/07/01,"1450",1885486.73
SOUTH COOGEE,2018-07-01,"1885399.086826347","1336",2018/07/01,"1336",1885399.09
BOORGA,2019-07-01,"1883764.705882353","17",2019/07/01,"17",1883764.71
BROOKVALE,2020-07-01,"1882503.9512711861","944",2020/07/01,"944",1882503.95
YARRAGRIN,2019-07-01,"1882375","8",2019/07/01,"8",1882375.00
YARRAGRIN,2020-07-01,"1882375","8",2020/07/01,"8",1882375.00
BONDI JUNCTION,2016-07-01,"1881349.4227597574","1819",2016/07/01,"1819",1881349.42
BULYEROI,2018-07-01,"1880666.875","16",2018/07/01,"16",1880666.88
INGLESIDE,2020-07-01,"1880565.2466367716","446",2020/07/01,"446",1880565.25
INGLESIDE,2018-07-01,"1880429.4784580492","441",2018/07/01,"441",1880429.48
GHOOLENDAADI,2020-07-01,"1878850.606060606","33",2020/07/01,"33",1878850.61
CLOVELLY,2016-07-01,"1878052.9219143586","1191",2016/07/01,"1191",1878052.92
QUANDA,2020-07-01,"1878041.1111111112","9",2020/07/01,"9",1878041.11
QUANDA,2019-07-01,"1878041.111111111","9",2019/07/01,"9",1878041.11
REDLANDS,2020-07-01,"1877521.0526315793","19",2020/07/01,"19",1877521.05
WEEMELAH,2018-07-01,"1877468.9830508477","59",2018/07/01,"59",1877468.98
FRESHWATER,2020-07-01,"1877217.8290155446","1930",2020/07/01,"1930",1877217.83
LINDFIELD,2020-07-01,"1877139.772273269","2503",2020/07/01,"2503",1877139.77
STRATHFIELD,2016-07-01,"1876210.3741321173","5041",2016/07/01,"5041",1876210.37
CATHUNDRAL,2018-07-01,"1875925.0000000002","20",2018/07/01,"20",1875925.00
DEE WHY,2017-07-01,"1875657.4709302324","2408",2017/07/01,"2408",1875657.47
BOORGA,2018-07-01,"1874941.1764705882","17",2018/07/01,"17",1874941.18
CASTLECRAG,2018-07-01,"1874687.3567151423","1169",2018/07/01,"1169",1874687.36
BROOKVALE,2018-07-01,"1873855.9061833692","938",2018/07/01,"938",1873855.91
WOOLLAHRA,2016-07-01,"1873793.7826293311","2107",2016/07/01,"2107",1873793.78
CRONULLA,2016-07-01,"1873615.5741710297","2865",2016/07/01,"2865",1873615.57
MURRUMBO,2017-07-01,"1873000","3",2017/07/01,"3",1873000.00
HILLSDALE,2018-07-01,"1869090.6746987947","415",2018/07/01,"415",1869090.67
TENNYSON POINT,2019-07-01,"1868398.6111111117","396",2019/07/01,"396",1868398.61
BELLATA,2019-07-01,"1868171.6194690266","226",2019/07/01,"226",1868171.62
COOPERS SHOOT,2020-07-01,"1868079.1366906476","139",2020/07/01,"139",1868079.14
MAYVALE,2016-07-01,"1867800","6",2016/07/01,"6",1867800.00
MULLENGUDGERY,2018-07-01,"1867752","20",2018/07/01,"20",1867752.00
QUEENS PARK,2018-07-01,"1865598.6401673637","956",2018/07/01,"956",1865598.64
KILLARA,2018-07-01,"1865288.6212624575","2408",2018/07/01,"2408",1865288.62
COOPERS SHOOT,2019-07-01,"1864194.2446043168","139",2019/07/01,"139",1864194.24
GREENWICH,2017-07-01,"1863563.7082728592","1378",2017/07/01,"1378",1863563.71
EASTGARDENS,2016-07-01,"1862076.1589403979","302",2016/07/01,"302",1862076.16
CONIMBIA,2020-07-01,"1861331.5789473685","19",2020/07/01,"19",1861331.58
CHATSWOOD,2016-07-01,"1858923.6970370372","4050",2016/07/01,"4050",1858923.70
GEORGES CREEK,2020-07-01,"1858454.5454545454","11",2020/07/01,"11",1858454.55
DRUMMOYNE,2016-07-01,"1857287.1297709919","2620",2016/07/01,"2620",1857287.13
TENNYSON POINT,2017-07-01,"1855934.8041775455","383",2017/07/01,"383",1855934.80
ABBOTSFORD,2016-07-01,"1853235.8148505308","1037",2016/07/01,"1037",1853235.81
EDGEROI,2017-07-01,"1852733.3333333335","51",2017/07/01,"51",1852733.33
SOUTH COOGEE,2020-07-01,"1852279.0260223045","1345",2020/07/01,"1345",1852279.03
CROWS NEST,2019-07-01,"1848374.0181268873","1324",2019/07/01,"1324",1848374.02
MERRIGAL,2016-07-01,"1847058.8235294118","17",2016/07/01,"17",1847058.82
SURRY HILLS,2016-07-01,"1845336.5164938746","3183",2016/07/01,"3183",1845336.52
YANNERGEE,2020-07-01,"1845240","30",2020/07/01,"30",1845240.00
RICHMOND LOWLANDS,2019-07-01,"1845161.2903225806","31",2019/07/01,"31",1845161.29
TERRY HIE HIE,2018-07-01,"1844145.1351351351","37",2018/07/01,"37",1844145.14
MOUNT TENANDRA,2020-07-01,"1843754.375","16",2020/07/01,"16",1843754.38
