SUBURB_NAME,DATE_MONTH,avg_land_value,property_count,DATE_MONTH_QDATE,property_count_int,avg_land_value_decimal
KURRABA POINT,2017-07-01,"3528722.7490196084","255",2017/07/01,"255",3528722.75
ENVIRONA,2019-07-01,"3510000","2",2019/07/01,"2",3510000.00
ENVIRONA,2020-07-01,"3510000","2",2020/07/01,"2",3510000.00
JEWS LAGOON,2018-07-01,"3509750","8",2018/07/01,"8",3509750.00
BELLEVUE HILL,2020-07-01,"3507402.9102021628","2127",2020/07/01,"2127",3507402.91
PARADISE,2017-07-01,"3490000","2",2017/07/01,"2",3490000.00
KIRRIBILLI,2017-07-01,"3489656.3320158096","506",2017/07/01,"506",3489656.33
MALLOWA,2018-07-01,"3473978.5365853664","41",2018/07/01,"41",3473978.54
VAUCLUSE,2017-07-01,"3465745.4841402345","2396",2017/07/01,"2396",3465745.48
DOUBLE BAY,2017-07-01,"3453716.12121212","858",2017/07/01,"858",3453716.12
GOSTWYCK,2020-07-01,"3450954.5454545459","11",2020/07/01,"11",3450954.55
LAVENDER BAY,2020-07-01,"3447017.4499999988","200",2020/07/01,"200",3447017.45
BELLEVUE HILL,2017-07-01,"3445611.2643129784","2096",2017/07/01,"2096",3445611.26
PINE RIDGE,2018-07-01,"3444166.8421052629","38",2018/07/01,"38",3444166.84
HOMEBUSH BAY,2020-07-01,"3437916.666666667","6",2020/07/01,"6",3437916.67
EVELEIGH,2018-07-01,"3437309.535714285","84",2018/07/01,"84",3437309.54
BELLEVUE HILL,2019-07-01,"3433451.1988716503","2127",2019/07/01,"2127",3433451.20
SMIGGIN HOLES,2018-07-01,"3419350","2",2018/07/01,"2",3419350.00
SMIGGIN HOLES,2019-07-01,"3419350","2",2019/07/01,"2",3419350.00
SMIGGIN HOLES,2020-07-01,"3419350","2",2020/07/01,"2",3419350.00
MUMBLEBONE PLAIN,2019-07-01,"3419000","9",2019/07/01,"9",3419000.00
MUMBLEBONE PLAIN,2020-07-01,"3419000","9",2020/07/01,"9",3419000.00
NOWLEY,2019-07-01,"3418770.5263157897","19",2019/07/01,"19",3418770.53
GAROO,2020-07-01,"3417342.5714285714","35",2020/07/01,"35",3417342.57
VAUCLUSE,2019-07-01,"3416813.5988444062","2423",2019/07/01,"2423",3416813.60
DRILDOOL,2017-07-01,"3403664.5454545459","11",2017/07/01,"11",3403664.55
WOOLWICH,2020-07-01,"3401093.4931506845","292",2020/07/01,"292",3401093.49
LAVENDER BAY,2019-07-01,"3399908.5","200",2019/07/01,"200",3399908.50
TAMARAMA,2020-07-01,"3396711.1747851009","349",2020/07/01,"349",3396711.17
LAVENDER BAY,2018-07-01,"3390511.4000000013","200",2018/07/01,"200",3390511.40
COOMOO COOMOO,2017-07-01,"3390420","10",2017/07/01,"10",3390420.00
WALLACETOWN,2019-07-01,"3389000","4",2019/07/01,"4",3389000.00
ARNDELL PARK,2020-07-01,"3376283.0845771148","201",2020/07/01,"201",3376283.08
TAMARAMA,2019-07-01,"3365773.0659025786","349",2019/07/01,"349",3365773.07
BREAKFAST POINT,2016-07-01,"3362926.644787645","259",2016/07/01,"259",3362926.64
KINGS FOREST,2016-07-01,"3335000","22",2016/07/01,"22",3335000.00
BULLARAH,2019-07-01,"3334939.3478260869","92",2019/07/01,"92",3334939.35
BERTHONG,2019-07-01,"3301820.8333333335","36",2019/07/01,"36",3301820.83
MANLY,2018-07-01,"3290168.255155683","2473",2018/07/01,"2473",3290168.26
WATSONS BAY,2016-07-01,"3279415.9999999995","250",2016/07/01,"250",3279416.00
WOOLWICH,2016-07-01,"3260766.0553633221","289",2016/07/01,"289",3260766.06
WATERLOO,2016-07-01,"3258824.4966887403","906",2016/07/01,"906",3258824.50
CHARLES STURT UNIVERSITY,2018-07-01,"3255142.8571428573","7",2018/07/01,"7",3255142.86
NEWSTEAD,2020-07-01,"3252760","9",2020/07/01,"9",3252760.00
HUNTLEYS POINT,2017-07-01,"3238144.9275362324","69",2017/07/01,"69",3238144.93
NORTH SYDNEY,2017-07-01,"3222421.1561922352","1082",2017/07/01,"1082",3222421.16
KURRABA POINT,2016-07-01,"3221566.9729729732","259",2016/07/01,"259",3221566.97
NORTH STAR,2020-07-01,"3221485.2447552457","143",2020/07/01,"143",3221485.24
HOMEBUSH WEST,2018-07-01,"3215874.3596059131","406",2018/07/01,"406",3215874.36
TAMARAMA,2016-07-01,"3213037.1757925055","347",2016/07/01,"347",3213037.18
KEMPS CREEK,2018-07-01,"3211392.6788685513","601",2018/07/01,"601",3211392.68
CREMORNE POINT,2018-07-01,"3206141.6223404245","376",2018/07/01,"376",3206141.62
ALEXANDRIA,2020-07-01,"3192376.5285171093","2104",2020/07/01,"2104",3192376.53
EVELEIGH,2017-07-01,"3190797.6309523815","84",2017/07/01,"84",3190797.63
VAUCLUSE,2016-07-01,"3185497.9611248951","2418",2016/07/01,"2418",3185497.96
ARNDELL PARK,2019-07-01,"3183740.9950248757","201",2019/07/01,"201",3183741.00
PINE RIDGE,2017-07-01,"3177140.5263157887","38",2017/07/01,"38",3177140.53
KIRRIBILLI,2016-07-01,"3173178.1843137257","510",2016/07/01,"510",3173178.18
WINGADEE,2018-07-01,"3172142.307692308","26",2018/07/01,"26",3172142.31
STEWARTS MOUNT,2020-07-01,"3163800","3",2020/07/01,"3",3163800.00
BEGGAN BEGGAN,2018-07-01,"3158000","3",2018/07/01,"3",3158000.00
MALLOWA,2017-07-01,"3156984.6341463416","41",2017/07/01,"41",3156984.63
MANLY,2017-07-01,"3135107.0466910261","2463",2017/07/01,"2463",3135107.05
LAVENDER BAY,2017-07-01,"3120679.1414141417","198",2017/07/01,"198",3120679.14
WOLLSTONECRAFT,2020-07-01,"3118660.7352941185","680",2020/07/01,"680",3118660.74
MEADOWBANK,2020-07-01,"3113556.3015075377","199",2020/07/01,"199",3113556.30
MOUNTAIN CREEK,2020-07-01,"3110720","25",2020/07/01,"25",3110720.00
BELLEVUE HILL,2016-07-01,"3110277.4846335687","2115",2016/07/01,"2115",3110277.48
CREMORNE POINT,2020-07-01,"3104937.2148541128","377",2020/07/01,"377",3104937.21
JEWS LAGOON,2017-07-01,"3103375","8",2017/07/01,"8",3103375.00
CHISWICK,2018-07-01,"3102876.0559006208","322",2018/07/01,"322",3102876.06
HUNTLEYS POINT,2019-07-01,"3091658.5714285718","70",2019/07/01,"70",3091658.57
DRILDOOL,2016-07-01,"3090100.8333333335","12",2016/07/01,"12",3090100.83
COOMOO COOMOO,2016-07-01,"3080820","10",2016/07/01,"10",3080820.00
NEBEA,2018-07-01,"3070791.111111111","9",2018/07/01,"9",3070791.11
HOMEBUSH WEST,2017-07-01,"3067701.7821782175","404",2017/07/01,"404",3067701.78
DOUBLE BAY,2016-07-01,"3060850.1165714292","875",2016/07/01,"875",3060850.12
ENVIRONA,2016-07-01,"3060000","2",2016/07/01,"2",3060000.00
MEADOWBANK,2019-07-01,"3057607.2361809048","199",2019/07/01,"199",3057607.24
WOLLSTONECRAFT,2018-07-01,"3045263.0415430274","674",2018/07/01,"674",3045263.04
HENLEY,2018-07-01,"3044882.55033557","149",2018/07/01,"149",3044882.55
HUNTINGWOOD,2016-07-01,"3043586.049382716","81",2016/07/01,"81",3043586.05
EASTERN CREEK,2017-07-01,"3032655.0303643728","494",2017/07/01,"494",3032655.03
NORTH SYDNEY,2016-07-01,"3017281.6279491819","1102",2016/07/01,"1102",3017281.63
CREMORNE POINT,2019-07-01,"3006798.2228116714","377",2019/07/01,"377",3006798.22
NOWLEY,2018-07-01,"2999934.375","16",2018/07/01,"16",2999934.38
GOSTWYCK,2019-07-01,"2998820.9090909092","11",2019/07/01,"11",2998820.91
WOLLSTONECRAFT,2019-07-01,"2996192.7352941176","680",2019/07/01,"680",2996192.74
ROWENA,2020-07-01,"2989268.803418803","117",2020/07/01,"117",2989268.80
HUNTLEYS POINT,2020-07-01,"2980614.2857142854","70",2020/07/01,"70",2980614.29
HAYTERS HILL,2020-07-01,"2978571.4285714286","7",2020/07/01,"7",2978571.43
HAYTERS HILL,2019-07-01,"2978571.4285714282","7",2019/07/01,"7",2978571.43
GURLEY,2020-07-01,"2976171.8840579712","138",2020/07/01,"138",2976171.88
ALEXANDRIA,2018-07-01,"2967528.1842751857","2035",2018/07/01,"2035",2967528.18
ROWENA,2019-07-01,"2967292.735042735","117",2019/07/01,"117",2967292.74
MANLY,2020-07-01,"2962921.5804140111","2512",2020/07/01,"2512",2962921.58
CHISWICK,2020-07-01,"2957433.0368098151","326",2020/07/01,"326",2957433.04
MARINNA,2020-07-01,"2946984.2857142854","21",2020/07/01,"21",2946984.29
STEWARTS MOUNT,2019-07-01,"2934066.666666667","3",2019/07/01,"3",2934066.67
CRYON,2016-07-01,"2923135","30",2016/07/01,"30",2923135.00
EVELEIGH,2016-07-01,"2921440.4880952379","84",2016/07/01,"84",2921440.49
SPRING PLAINS,2020-07-01,"2920342.564102564","39",2020/07/01,"39",2920342.56
MENANGLE PARK,2020-07-01,"2916016.6176470588","136",2020/07/01,"136",2916016.62
ROSE BAY,2018-07-01,"2913477.0958904121","1825",2018/07/01,"1825",2913477.10
CROPPA CREEK,2020-07-01,"2912554.3548387093","62",2020/07/01,"62",2912554.35
MEMAGONG,2020-07-01,"2909708.076923077","52",2020/07/01,"52",2909708.08
HAYTERS HILL,2018-07-01,"2907142.8571428573","7",2018/07/01,"7",2907142.86
PINE RIDGE,2016-07-01,"2889482.6315789479","38",2016/07/01,"38",2889482.63
CREMORNE POINT,2017-07-01,"2887087.0744680846","376",2017/07/01,"376",2887087.07
ROSE BAY,2020-07-01,"2886801.2222823114","1849",2020/07/01,"1849",2886801.22
LAVENDER BAY,2016-07-01,"2883377.4499999997","200",2016/07/01,"200",2883377.45
BERTHONG,2018-07-01,"2882798.4375","32",2018/07/01,"32",2882798.44
CORRONG,2019-07-01,"2881500","8",2019/07/01,"8",2881500.00
CORRONG,2020-07-01,"2881500","8",2020/07/01,"8",2881500.00
STEAM PLAINS,2020-07-01,"2881263.6363636367","11",2020/07/01,"11",2881263.64
STEAM PLAINS,2019-07-01,"2881263.6363636362","11",2019/07/01,"11",2881263.64
SMIGGIN HOLES,2016-07-01,"2878300","2",2016/07/01,"2",2878300.00
SMIGGIN HOLES,2017-07-01,"2878300","2",2017/07/01,"2",2878300.00
CHISWICK,2017-07-01,"2876117.5776397511","322",2017/07/01,"322",2876117.58
MANLY,2019-07-01,"2875974.0246815267","2512",2019/07/01,"2512",2875974.02
NEBEA,2019-07-01,"2874192.7272727275","11",2019/07/01,"11",2874192.73
NEBEA,2020-07-01,"2873920","11",2020/07/01,"11",2873920.00
MEADOWBANK,2018-07-01,"2868400.3076923084","195",2018/07/01,"195",2868400.31
MUMBLEBONE PLAIN,2018-07-01,"2865375","8",2018/07/01,"8",2865375.00
YALLAROI,2020-07-01,"2863158.205128205","39",2020/07/01,"39",2863158.21
CHISWICK,2019-07-01,"2859918.8036809824","326",2019/07/01,"326",2859918.80
HOMEBUSH,2018-07-01,"2858406.994802495","962",2018/07/01,"962",2858406.99
ALEXANDRIA,2019-07-01,"2856015.4610266159","2104",2019/07/01,"2104",2856015.46
CHARLES STURT UNIVERSITY,2019-07-01,"2845750","8",2019/07/01,"8",2845750.00
CHARLES STURT UNIVERSITY,2020-07-01,"2845750","8",2020/07/01,"8",2845750.00
YARROW,2018-07-01,"2844840","5",2018/07/01,"5",2844840.00
HUNTLEYS POINT,2016-07-01,"2836801.4285714286","70",2016/07/01,"70",2836801.43
ROSE BAY,2019-07-01,"2836730.7355327192","1849",2019/07/01,"1849",2836730.74
ROWENA,2018-07-01,"2825224.3119266061","109",2018/07/01,"109",2825224.31
WINGADEE,2020-07-01,"2812556.666666667","30",2020/07/01,"30",2812556.67
MERRIGAL,2019-07-01,"2810352.9411764708","17",2019/07/01,"17",2810352.94
BEECROFT PENINSULA,2018-07-01,"2804770","3",2018/07/01,"3",2804770.00
ARNDELL PARK,2018-07-01,"2802261.356783919","199",2018/07/01,"199",2802261.36
WINGADEE,2019-07-01,"2797223.333333334","30",2019/07/01,"30",2797223.33
ROSE BAY,2017-07-01,"2790841.2995594684","1816",2017/07/01,"1816",2790841.30
MERAH NORTH,2020-07-01,"2789829.2957746484","71",2020/07/01,"71",2789829.30
MOSMAN,2018-07-01,"2787230.3419214007","6870",2018/07/01,"6870",2787230.34
NEBEA,2017-07-01,"2786768.888888889","9",2017/07/01,"9",2786768.89
BONDI BEACH,2018-07-01,"2786426.0951188984","1598",2018/07/01,"1598",2786426.10
MERRIGAL,2018-07-01,"2777928.5714285714","14",2018/07/01,"14",2777928.57
HENLEY,2017-07-01,"2764098.648648649","148",2017/07/01,"148",2764098.65
BURWOOD,2018-07-01,"2757902.8381106174","2477",2018/07/01,"2477",2757902.84
BEECROFT PENINSULA,2016-07-01,"2751000","3",2016/07/01,"3",2751000.00
BEECROFT PENINSULA,2017-07-01,"2751000","3",2017/07/01,"3",2751000.00
EASTERN CREEK,2016-07-01,"2750806.8003913895","511",2016/07/01,"511",2750806.80
WALLACETOWN,2018-07-01,"2749000","4",2018/07/01,"4",2749000.00
HOMEBUSH WEST,2016-07-01,"2748255.2205882366","408",2016/07/01,"408",2748255.22
ALEXANDRIA,2017-07-01,"2737732.5118459994","2026",2017/07/01,"2026",2737732.51
STEWARTS MOUNT,2018-07-01,"2730933.333333333","3",2018/07/01,"3",2730933.33
GARAH,2020-07-01,"2730099.4495412856","218",2020/07/01,"218",2730099.45
WANTAGONG,2020-07-01,"2725846.875","32",2020/07/01,"32",2725846.88
NEWSTEAD,2019-07-01,"2722510.0000000005","9",2019/07/01,"9",2722510.00
WOLLSTONECRAFT,2017-07-01,"2721788.9153046058","673",2017/07/01,"673",2721788.92
MOUNTAIN CREEK,2019-07-01,"2721480","25",2019/07/01,"25",2721480.00
CHARLES STURT UNIVERSITY,2016-07-01,"2718371.4285714286","7",2016/07/01,"7",2718371.43
BONDI BEACH,2017-07-01,"2710786.2609786694","1594",2017/07/01,"1594",2710786.26
PARRAMATTA,2019-07-01,"2707476.43755004","2498",2019/07/01,"2498",2707476.44
NOWLEY,2017-07-01,"2703088.75","16",2017/07/01,"16",2703088.75
MOSMAN,2020-07-01,"2701639.5921908896","6915",2020/07/01,"6915",2701639.59
MULGUTHRIE,2020-07-01,"2701347.692307692","13",2020/07/01,"13",2701347.69
DUFFYS FOREST,2019-07-01,"2694595.6571428571","175",2019/07/01,"175",2694595.66
DUFFYS FOREST,2020-07-01,"2693281.3714285702","175",2020/07/01,"175",2693281.37
HUNTERS HILL,2018-07-01,"2690397.6444356749","2534",2018/07/01,"2534",2690397.64
QUEENSCLIFF,2018-07-01,"2689911.3932584268","445",2018/07/01,"445",2689911.39
MENANGLE PARK,2019-07-01,"2688443.0882352944","136",2019/07/01,"136",2688443.09
WINGADEE,2017-07-01,"2688275","24",2017/07/01,"24",2688275.00
NORTH STAR,2019-07-01,"2685621.8881118875","143",2019/07/01,"143",2685621.89
CREMORNE POINT,2016-07-01,"2683089.787798408","377",2016/07/01,"377",2683089.79
PARRAMATTA,2020-07-01,"2681509.9719775808","2498",2020/07/01,"2498",2681509.97
HOMEBUSH WEST,2020-07-01,"2673170.3892944027","411",2020/07/01,"411",2673170.39
WHALE BEACH,2018-07-01,"2667214.5631067962","309",2018/07/01,"309",2667214.56
MANLY,2016-07-01,"2664418.9555288469","2496",2016/07/01,"2496",2664418.96
YARROW,2020-07-01,"2663550","6",2020/07/01,"6",2663550.00
BONDI,2018-07-01,"2661720.0943396222","1378",2018/07/01,"1378",2661720.09
YARRAMAN,2020-07-01,"2660400","5",2020/07/01,"5",2660400.00
SPRING PLAINS,2019-07-01,"2658843.076923077","39",2019/07/01,"39",2658843.08
MOSMAN,2019-07-01,"2657044.4711496732","6915",2019/07/01,"6915",2657044.47
QUEENSCLIFF,2017-07-01,"2651491.981981982","444",2017/07/01,"444",2651491.98
KEMPS CREEK,2017-07-01,"2646746.2437395672","599",2017/07/01,"599",2646746.24
CALLAGHAN,2017-07-01,"2645154.2857142859","7",2017/07/01,"7",2645154.29
CALLAGHAN,2019-07-01,"2645154.2857142859","7",2019/07/01,"7",2645154.29
CALLAGHAN,2020-07-01,"2645154.2857142859","7",2020/07/01,"7",2645154.29
CALLAGHAN,2018-07-01,"2645154.2857142854","7",2018/07/01,"7",2645154.29
YARROW,2019-07-01,"2644050","6",2019/07/01,"6",2644050.00
MEADOWBANK,2016-07-01,"2642755.9798994968","199",2016/07/01,"199",2642755.98
BADGERYS CREEK,2017-07-01,"2640518.8235294116","85",2017/07/01,"85",2640518.82
CHIPPENDALE,2018-07-01,"2639055.1746478882","710",2018/07/01,"710",2639055.17
BONDI BEACH,2020-07-01,"2632570.7529558176","1607",2020/07/01,"1607",2632570.75
HENLEY,2019-07-01,"2631966.6666666656","150",2019/07/01,"150",2631966.67
HOMEBUSH,2017-07-01,"2626048.6102403342","957",2017/07/01,"957",2626048.61
BURWOOD,2017-07-01,"2622448.1703341478","2454",2017/07/01,"2454",2622448.17
GOSTWYCK,2018-07-01,"2620366.3636363638","11",2018/07/01,"11",2620366.36
DUFFYS FOREST,2018-07-01,"2614595.0285714283","175",2018/07/01,"175",2614595.03
WOOLLOOMOOLOO,2020-07-01,"2614301.73129771","655",2020/07/01,"655",2614301.73
BRONTE,2018-07-01,"2611410.2085816418","1678",2018/07/01,"1678",2611410.21
CHIPPENDALE,2019-07-01,"2608418.6055944064","715",2019/07/01,"715",2608418.61
BOONAL,2020-07-01,"2608333.076923077","26",2020/07/01,"26",2608333.08
HENLEY,2020-07-01,"2608117.9999999995","150",2020/07/01,"150",2608118.00
CHIPPENDALE,2020-07-01,"2605908.854545455","715",2020/07/01,"715",2605908.85
BONDI BEACH,2019-07-01,"2605861.0454262616","1607",2019/07/01,"1607",2605861.05
BULLARAH,2018-07-01,"2605539.146341464","82",2018/07/01,"82",2605539.15
HOMEBUSH WEST,2019-07-01,"2600701.8734793179","411",2019/07/01,"411",2600701.87
MALLOWA,2016-07-01,"2594735.7777777775","45",2016/07/01,"45",2594735.78
MERRIGAL,2020-07-01,"2594529.4117647056","17",2020/07/01,"17",2594529.41
WONGWIBINDA,2020-07-01,"2594480.0000000009","40",2020/07/01,"40",2594480.00
NEWSTEAD,2018-07-01,"2593823.75","8",2018/07/01,"8",2593823.75
BALMAIN EAST,2020-07-01,"2593648.6981132063","530",2020/07/01,"530",2593648.70
BALMAIN EAST,2018-07-01,"2592791.6888045557","527",2018/07/01,"527",2592791.69
THE BROTHERS,2020-07-01,"2591180","10",2020/07/01,"10",2591180.00
MORTLAKE,2018-07-01,"2590095.2511415523","219",2018/07/01,"219",2590095.25
BONDI,2017-07-01,"2586940.5886627934","1376",2017/07/01,"1376",2586940.59
COOGEE,2018-07-01,"2586427.2144194762","2136",2018/07/01,"2136",2586427.21
PALM BEACH,2018-07-01,"2581798.0580177289","1241",2018/07/01,"1241",2581798.06
SWANBROOK,2020-07-01,"2580500","10",2020/07/01,"10",2580500.00
MARINNA,2019-07-01,"2576156.1904761903","21",2019/07/01,"21",2576156.19
GILEAD,2020-07-01,"2571113.088235294","68",2020/07/01,"68",2571113.09
WANTAGONG,2019-07-01,"2568896.8749999995","32",2019/07/01,"32",2568896.87
PARRAMATTA,2018-07-01,"2565503.1907679737","2448",2018/07/01,"2448",2565503.19
BRONTE,2017-07-01,"2553441.879114307","1671",2017/07/01,"1671",2553441.88
ROSSMORE,2019-07-01,"2552989.0995260668","633",2019/07/01,"633",2552989.10
CAMELLIA,2018-07-01,"2551602.564102564","39",2018/07/01,"39",2551602.56
MABINS WELL,2018-07-01,"2548160","5",2018/07/01,"5",2548160.00
MERAH NORTH,2019-07-01,"2544964.0845070425","71",2019/07/01,"71",2544964.08
EENAWEENA,2020-07-01,"2543883.3333333335","6",2020/07/01,"6",2543883.33
CREMORNE,2018-07-01,"2542809.2318584053","1695",2018/07/01,"1695",2542809.23
GILEAD,2019-07-01,"2541921.911764706","68",2019/07/01,"68",2541921.91
BURWOOD,2020-07-01,"2539959.7684377511","2522",2020/07/01,"2522",2539959.77
YARRAMAN,2018-07-01,"2536000","5",2018/07/01,"5",2536000.00
YARRAMAN,2019-07-01,"2536000","5",2019/07/01,"5",2536000.00
CHISWICK,2016-07-01,"2535941.7956656353","323",2016/07/01,"323",2535941.80
BLUE NOBBY,2020-07-01,"2532750","12",2020/07/01,"12",2532750.00
EENAWEENA,2019-07-01,"2529050","6",2019/07/01,"6",2529050.00
COOGEE,2017-07-01,"2528603.3034872776","2122",2017/07/01,"2122",2528603.30
LONGUEVILLE,2018-07-01,"2528394.9738903404","766",2018/07/01,"766",2528394.97
EASTGARDENS,2019-07-01,"2523089.6103896108","308",2019/07/01,"308",2523089.61
ARTARMON,2018-07-01,"2520206.4459016393","1525",2018/07/01,"1525",2520206.45
QUEENSCLIFF,2020-07-01,"2518442.8251121086","446",2020/07/01,"446",2518442.83
CALLAGHAN,2016-07-01,"2518094.2857142859","7",2016/07/01,"7",2518094.29
HOMEBUSH,2020-07-01,"2517659.3124368042","989",2020/07/01,"989",2517659.31
ROSE BAY,2016-07-01,"2515067.1342794765","1832",2016/07/01,"1832",2515067.13
GILEAD,2018-07-01,"2509413.2835820895","67",2018/07/01,"67",2509413.28
GARAH,2019-07-01,"2506747.7522935779","218",2019/07/01,"218",2506747.75
BONDI,2020-07-01,"2505561.8884120178","1398",2020/07/01,"1398",2505561.89
MEADOWBANK,2017-07-01,"2504767.1808510637","188",2017/07/01,"188",2504767.18
MOSMAN,2017-07-01,"2504735.3783389321","6851",2017/07/01,"6851",2504735.38
GURLEY,2018-07-01,"2504445.0833333335","120",2018/07/01,"120",2504445.08
EDGEROI,2020-07-01,"2503728.2539682542","63",2020/07/01,"63",2503728.25
DOVER HEIGHTS,2018-07-01,"2502044.4067796608","1180",2018/07/01,"1180",2502044.41
BULLAGREEN,2018-07-01,"2501063.3333333335","30",2018/07/01,"30",2501063.33
MCMAHONS POINT,2020-07-01,"2500354.7217235183","557",2020/07/01,"557",2500354.72
GAROO,2019-07-01,"2499348.2857142854","35",2019/07/01,"35",2499348.29
BARRATTA,2016-07-01,"2498916.4285714282","14",2016/07/01,"14",2498916.43
ROSSMORE,2018-07-01,"2498805.8451816742","633",2018/07/01,"633",2498805.85
GURLEY,2019-07-01,"2498116.8115942031","138",2019/07/01,"138",2498116.81
GAROO,2018-07-01,"2498038.3870967743","31",2018/07/01,"31",2498038.39
NEUTRAL BAY,2018-07-01,"2495176.0535346628","1457",2018/07/01,"1457",2495176.05
SPRING PLAINS,2018-07-01,"2492240.54054054","37",2018/07/01,"37",2492240.54
BIRCHGROVE,2018-07-01,"2485754.2215854824","1047",2018/07/01,"1047",2485754.22
BURWOOD,2016-07-01,"2485204.6734857596","2493",2016/07/01,"2493",2485204.67
ROSSMORE,2020-07-01,"2481377.7251184834","633",2020/07/01,"633",2481377.73
GREENDALE,2020-07-01,"2480287.1518987347","158",2020/07/01,"158",2480287.15
WHALE BEACH,2017-07-01,"2479357.9288025894","309",2017/07/01,"309",2479357.93
EDGECLIFF,2018-07-01,"2478319.0617283946","405",2018/07/01,"405",2478319.06
BONDI,2019-07-01,"2477981.9814020055","1398",2019/07/01,"1398",2477981.98
WOOLLOOMOOLOO,2019-07-01,"2477188.3572519091","655",2019/07/01,"655",2477188.36
GREENDALE,2019-07-01,"2473571.9620253164","158",2019/07/01,"158",2473571.96
DOVER HEIGHTS,2017-07-01,"2470075.7653061207","1176",2017/07/01,"1176",2470075.77
COOGEE,2020-07-01,"2469114.2070895536","2144",2020/07/01,"2144",2469114.21
MORTLAKE,2020-07-01,"2468781.7117117117","222",2020/07/01,"222",2468781.71
CREMORNE,2020-07-01,"2467801.4927113717","1715",2020/07/01,"1715",2467801.49
HUNTERS HILL,2017-07-01,"2466705.1981803766","2528",2017/07/01,"2528",2466705.20
CAMPERDOWN,2018-07-01,"2464621.7012448143","1205",2018/07/01,"1205",2464621.70
BURWOOD,2019-07-01,"2463725.3187946095","2522",2019/07/01,"2522",2463725.32
MAYVALE,2018-07-01,"2462550","6",2018/07/01,"6",2462550.00
EENAWEENA,2018-07-01,"2462416.666666667","6",2018/07/01,"6",2462416.67
QUEENSCLIFF,2019-07-01,"2461578.475336323","446",2019/07/01,"446",2461578.48
BRINGELLY,2019-07-01,"2461176.341145833","768",2019/07/01,"768",2461176.34
HAYTERS HILL,2017-07-01,"2458571.4285714286","7",2017/07/01,"7",2458571.43
